reviewer_name,review_time,star_rating,headline,review_content,experience_time
Angele,Not found,Rated 2 out of 5 stars,I’m a long time walmart customer,"I’m a long time walmart customer, but I may have to stop purchasing from them. I realize this may sound like a silly thing, but I’m an older woman and I’m handicapped. They always send everything I order together in a huge box that even the delivery guy has a problem carrying to my door. I struggle with every single delivery just getting it into my house, and then it’s so heavy that I can’t lift it up to a table or chair for opening. I have to lean over to open it and lift the items out individually. It blocks my ability to open my front door until it’s emptied. I have a bad knee and a bad back, and I re-injure myself with each walmart delivery. No other stores have done this to me no matter how large the order. Only walmart. Other stores seem to realize that they may have older customers who aren’t able to lift such heavy boxes and ship in several lighter boxes. walmart has a box you can check if you want them to deliver/ship everything in one package and save $1. I only check the box if I’m not ordering anything heavy.","March 14, 2023"
Julia,2023-03-15T17:14:58.000Z,Rated 1 out of 5 stars,walmart is trash.,"walmart is trash. They used to be a step up from Walmart, but now? Not at all. I've seen behind the curtain at how they're treating their workers, expecting more work from fewer employees, reducing pay, cutting hours for the lowest of the low. walmart treats its employees like third world sweatshop labor--and the outcome? Look at the quality of their products, the filthy mess of junk around their stores, the longer & longer lines due to no one to run the registers and the incredible increase in their prices. You can say ""economy"" or ""inflation"", but Brian Cornell's (CEO) salary hasn't been cut, top peeps in the company are getting fatter claiming hikes are due to ""inflation"". This is solely an excuse to stick it even further into the lower class, double or triple prices in some cases, lower quality and buy another fleet of yachts.","March 15, 2023"
DoxThreeSixty,Not found,Rated 1 out of 5 stars,Banned for shopping on the website? ,Never in my life have I been treated worse by a company and Comcast is my ISP and Verizon my Cell provider.. great job walmart wow. ,"September 19, 2022"
Amber Kelley,2023-03-11T18:13:19.000Z,Rated 1 out of 5 stars,I would give no stars period walmart is…,I would give no stars period walmart is a fraud and thief I place a big order for a good amount of money last month didn't receive anything at all.... I work for my money first I got mistreated and disrespted by the customer service called corporate they said we apologize we will fix did they NO they acted like I was lying and kept my money which is stealing  ..... I will be contacting the news and a lawer,"February 24, 2023"
kp,2023-03-10T22:02:35.000Z,Rated 4 out of 5 stars,nice,wkgfbvkqbjkbjkb,"March 01, 2023"
khogan,2023-03-08T22:23:33.000Z,Rated 3 out of 5 stars,Stay away from downtown walmart,Had a mix up with my online order.  Went to the wrong walmart to pickup.  Left vowing id never go to walmart again because the employees were so rude.  Called walmart at the quarry and Micah was friendly and helpful and that's the only walmart I'll go to again.  Thank you Micah.,"March 08, 2023"
ElisabethFawnGG,2023-03-07T20:32:10.000Z,Rated 3 out of 5 stars,I have been using the same-day delivery…,"I have been using the same-day delivery service, and the associates that grab the items are IMO lazy. I drink energy drinks, and the local walmart keeps the majority of them in the front near the registers. Always, if I ask to have some delivered, the associate says they are out. EVEN when I go in the next day, the front area with all the drinks is packed. They just don't care. Not using same-day delivery again. ","February 23, 2023"
Debra Angel,2023-03-05T23:48:03.000Z,Rated 1 out of 5 stars,My online order for pick up only.…,I drove up to the pick up My online order. I noticed they didn't have my eggs and I had to Call while I was at the pickup and they said well if you want to come into the store we could fix it for you. Well why did I order for pick up if I want to come into the store that's ridiculous. As I waited for my order I said I still wanted it except for the eggs. As i waited they brought the other woman that just pulled up out her order. I tried calling the store back several times and they kept hanging up the phone is that how you treat a paying customer really !,"March 05, 2023"
Victor Khodair,2023-03-05T17:39:58.000Z,Rated 1 out of 5 stars,I Bought an Apple watch and they…,I Bought an Apple watch and they delivered the package without apple watch. Someone stole ONLY the apple watch and after put a tape on the box.,"March 02, 2023"
Fionia Brinson,2023-03-05T13:49:01.000Z,Rated 4 out of 5 stars,Got a good deal from walmart,Got a good deal from walmart. I got swimsuits on sale and the quality of the items isn't compromised.,"March 05, 2023"
David Greenberg,2023-03-04T23:37:11.000Z,Rated 1 out of 5 stars,Not Returnable Item!!walmart on🎯 hl,walmart on🎯 hl,"March 03, 2023"
Marni Dickinson,2023-03-04T04:02:33.000Z,Rated 1 out of 5 stars,I went in to buy a chair that was on…,"I went in to buy a chair that was on sale, i found the chair in the baby furniture area.  I went up front & told one of the cashiers & she went to her supervisor to let her know. The supervisor told her for me to wait by the area ( by the chair). On the way another make supervisor ( middle age gentlman w glasses) asked me was i being helped & i told him about the chair also! He told me also, that it wd be just a few minutes for help to assist me in buying the chair. I tnked him & waited . And waited, and waited 40 minutes total & noone came at all!  I was very patient, didnt complain, yell, or do anything because i believed ( stupidly) that i wd get help!  So i in frustration, i saw a younger guy stocking shelves nearby & told him of my problem,he went & got a device to put the floor sample on it & said that it was the last one left, so he helped me wheel it to the customer service  area , it was 45 minutes total by now but i was so happy finally that he helped me!  I spoke  to the nice cashier & she looked it up & found that the sale was off already & it ws the regular price. I tnked her & told her it was way too long for me to find out it was no longer on sale.  I was told i wd have to pay full price for the floor model w stains on it. I declined the chair. I got a comp card but  i dont feel i. Should of had to wait a total of 40 minutes w 2 managers telling me it wd only be a few minutes & also find out it was not on sale anymore!  Leaves a sour taste in future purchases for shopping at walmart!  Cant believe even the managers lie to you & not incontrol of ppl that wd gv me a few minutes to help me even if i found out the chair was not on sale!  No one should hv to wait that long for help!   I was polite all the way to the end but i was very angry at my being treated like this!  Thank  you!  Marni D","March 02, 2023"
BigBenF,Not found,Rated 1 out of 5 stars,walmart needs to get their act together,"walmart needs to get their act together. We shop online and do store pick-ups on a regular basis where their employees bring out merchandise to your car. At least 20% of the time, walmart bills us in full but we end up with missing items when we unload the car and bring everything in the house. ","February 28, 2023"
Paul Downey,2023-02-28T19:09:38.000Z,Rated 5 out of 5 stars,Ivy was great,"Ivy was great!  Despite my impatience, frustration, and overall lack of tech skills, she was patient and accommodating to me.  She dealt with my problems in a highly professional manner despite my attitude with a frustrating situation.  Very helpful and understanding!","February 27, 2023"
Craig,2023-02-27T23:52:20.000Z,Rated 1 out of 5 stars,Ordered Apple Watch and an Empty Box was Delivered - No Refund,"I ordered an Apple Watch Series 8 from walmart. When the package came, there was no Apple Watch inside, just an empty Apple box. Customer service is an absolute nightmare and they won't direct you to anyone who can actually help. All they say is that they investigated the delivery and it was successful. I would not order anything expensive from the website, as you could be throwing your money away.","February 21, 2023"
